gene_id,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,GO,Uniprot,chr
YKR099W,BAS1,NC_001143.9,,635851,638286,+,Bas1p,Transcription,,P22035,XI
YKR100C,SKG1,NC_001143.9,,638901,639968,-,Skg1p,"Intracellular trafficking, secretion, and vesicular transport",,P36169,XI
YKR101W,SIR1,NC_001143.9,,640540,642504,+,Sir1p,Chromatin structure and dynamics,,P21691,XI
YKR102W,FLO10,NC_001143.9,,646356,649865,+,Flo10p,Function unknown,,P36170,XI
YKR103W,NFT1,NC_001143.9,,653080,656736,+,putative multidrug transporter NFT1,"Secondary metabolites biosynthesis, transport, and catabolism",,P0CE68,XI
YKR104W,YKR104W,NC_001143.9,,656836,657756,+,uncharacterized protein,"Secondary metabolites biosynthesis, transport, and catabolism",,P0CE69,XI
YKR105C,VBA5,NC_001143.9,,658716,660464,-,basic amino acid transporter,Inorganic ion transport and metabolism,,P36172,XI
YKR106W,GEX2,NC_001143.9,,661442,663289,+,glutathione exchanger,Inorganic ion transport and metabolism,,P36173,XI
YLL001W,DNM1,NC_001144.5,,147890,150163,+,dynamin-related GTPase DNM1,"Intracellular trafficking, secretion, and vesicular transport","heme transport,GTPase activity,GTPase activity,identical protein binding,mitochondrion inheritance,mitochondrial fission,mitochondrial fission,mitochondrion organization,peroxisome organization,peroxisome organization,macroautophagy,peroxisome fission,mitochondrial outer membrane,peroxisome,cytosol,organelle organization,mitochondrion,mitochondrion,nucleotide binding,hydrolase activity,mitochondrion,mitochondrial outer membrane,mitochondrial outer membrane,membrane,GTPase activity,GTPase activity,GTP binding,GTP binding,GTP binding,intracellular distribution of mitochondria,GTP binding,GTPase activity,microtubule binding,cytoplasm,mitochondrial fission,peroxisome,microtubule,peroxisome fission,mitochondrion,membrane",P54861,XII
YLL002W,RTT109,NC_001144.5,,146291,147601,+,H3 histone acetyltransferase RTT109,Function unknown,"histone H3 acetyltransferase activity,histone H3 acetyltransferase activity,histone H3 acetyltransferase activity,histone H3 acetyltransferase activity,histone H3 acetyltransferase activity,histone H3 acetyltransferase activity,histone H3 acetyltransferase activity,histone H3 acetyltransferase activity,regulation of gene expression,retrotransposon silencing,maintenance of rDNA,replication-born double-strand break repair via sister chromatid exchange,regulation of double-strand break repair via nonhomologous end joining,regulation of double-strand break repair via nonhomologous end joining,nucleus,histone acetyltransferase activity,nucleus,histone acetyltransferase activity,regulation of DNA-templated transcription,histone acetylation,histone acetylation,regulation of transcription from RNA polymerase II promoter in response to stress,nucleus,transferase activity,DNA damage response,nucleus,nucleus,histone acetyltransferase activity,regulation of transcription by RNA polymerase II,DNA damage response,histone H3K56 acetyltransferase activity,nucleus",Q07794,XII
YLL003W,SFI1,NC_001144.5,,143201,146041,+,Sfi1p,"Cell cycle control, cell division, chromosome partitioning","cell cycle,cell division,spindle pole,cytoplasm,cytoskeleton,half bridge of spindle pole body,molecular_function,G2/M transition of mitotic cell cycle,spindle pole body duplication,spindle assembly",Q12369,XII
YLL004W,ORC3,NC_001144.5,,141073,142923,+,origin recognition complex subunit 3,"Replication, recombination and repair","chromatin binding,chromatin binding,DNA replication origin binding,pre-replicative complex assembly involved in nuclear cell cycle DNA replication,silent mating-type cassette heterochromatin formation,nuclear pre-replicative complex,nuclear pre-replicative complex,nuclear origin of replication recognition complex,nuclear origin of replication recognition complex,DNA replication preinitiation complex,DNA binding,DNA replication,nucleus,nucleus,DNA binding,DNA replication,nuclear origin of replication recognition complex,DNA replication initiation,nuclear origin of replication recognition complex,DNA replication initiation,DNA replication origin binding,nuclear pre-replicative complex,DNA replication preinitiation complex",P54790,XII
YLL005C,SPO75,NC_001144.5,,137940,140546,-,Spo75p,Function unknown,"membrane,calcium activated cation channel activity,molecular_function,ascospore formation,ascospore wall assembly,monoatomic cation transmembrane transport,membrane,monoatomic ion transport,sporulation resulting in formation of a cellular spore,membrane,membrane,plasma membrane,calcium activated cation channel activity",Q07798,XII
YLL006W,MMM1,NC_001144.5,,136586,137866,+,ERMES complex subunit MMM1,"Intracellular trafficking, secretion, and vesicular transport","endoplasmic reticulum membrane,lipid binding,mitochondrial genome maintenance,ERMES complex,phospholipid transport,phospholipid transport,ERMES complex,mitochondrial genome maintenance,mitochondrion organization,aminophospholipid transport,protein insertion into mitochondrial outer membrane,mitochondrial outer membrane translocase complex assembly,mitochondrion-endoplasmic reticulum membrane tethering,mitochondrial outer membrane,ERMES complex,ERMES complex,lipid transfer activity,mitochondrion,mitochondrial outer membrane,lipid binding,lipid transport,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,protein insertion into mitochondrial outer membrane,mitochondrion organization,intermembrane lipid transfer,ERMES complex,peroxisome,endoplasmic reticulum membrane,mitochondrion-endoplasmic reticulum membrane tethering,endoplasmic reticulum,ERMES complex,phospholipid transport,lipid binding",P41800,XII
YLL006W-A,YLL006W-A,NC_001144.5,,136345,136521,+,uncharacterized protein,No COG annotation,"molecular_function,biological_process,cellular_component,membrane,membrane",Q3E814,XII
YLL007C,LMO1,NC_001144.5,,134302,136299,-,Lmo1p,Function unknown,"molecular_function,autophagy of mitochondrion,intracellular signal transduction,intracellular signal transduction,mitochondrion,plasma membrane,cytoplasm,cytoplasm,cytoplasm,mitochondrion,mitochondrion,cell motility,actin filament organization,plasma membrane",Q07799,XII
YLL008W,DRS1,NC_001144.5,,131729,133987,+,putative ATP-dependent RNA helicase,RNA processing and modification,"RNA helicase activity,ribosomal large subunit assembly,rRNA processing,preribosome, large subunit precursor,cellular nitrogen compound metabolic process,macromolecule metabolic process,primary metabolic process,nucleolus,nucleotide binding,RNA binding,RNA helicase activity,RNA helicase activity,helicase activity,ATP binding,hydrolase activity,ribosome biogenesis,nucleus,nucleolus,nucleic acid binding,ATP binding,nucleolus",P32892,XII
YLL009C,COX17,NC_001144.5,,131205,131414,-,copper metallochaperone COX17,"Post-translational modification, protein turnover, and chaperones","copper ion binding,copper chaperone activity,metal ion binding,mitochondrion,mitochondrial intermembrane space,mitochondrial intermembrane space,copper chaperone activity,copper chaperone activity,copper chaperone activity,protein maturation by copper ion transfer,protein maturation by copper ion transfer,mitochondrial cytochrome c oxidase assembly,mitochondrial cytochrome c oxidase assembly,mitochondrial intermembrane space,cytosol,mitochondrion,mitochondrion,copper chaperone activity,mitochondrial intermembrane space,mitochondrial cytochrome c oxidase assembly",Q12287,XII
YLL010C,PSR1,NC_001144.5,,129330,130613,-,phosphatase,Transcription,"phosphoprotein phosphatase activity,plasma membrane,cytosol,phosphatase activity,plasma membrane,membrane,hydrolase activity,plasma membrane,negative regulation of TORC1 signaling,negative regulation of TORC1 signaling,positive regulation of transcription by RNA polymerase II,phosphoprotein phosphatase activity,phosphoprotein phosphatase activity,plasma membrane",Q07800,XII
YLL011W,SOF1,NC_001144.5,,127523,128992,+,rRNA-processing protein SOF1,RNA processing and modification,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),nucleolus,nucleolus,small-subunit processome,mRNA binding,90S preribosome,ribosome biogenesis,nucleus,nucleolus,ribonucleoprotein complex,rRNA processing,small-subunit processome,nucleolus,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",P33750,XII
YLL012W,YEH1,NC_001144.5,,125534,127255,+,sterol esterase,Lipid transport and metabolism,"membrane,sterol esterase activity,sterol metabolic process,lipid droplet,lipid droplet,lipid droplet,sterol esterase activity,hydrolase activity,lipid catabolic process,lipid droplet,membrane,membrane,lipid metabolic process,lipid metabolic process",Q07804,XII
YLL013C,PUF3,NC_001144.5,,122075,124714,-,mRNA-binding protein PUF3,"Translation, ribosomal structure and biogenesis","positive regulation of translation,regulation of ubiquinone biosynthetic process,mitochondrion organization,aerobic respiration,mitochondrion localization,cytoplasmic side of mitochondrial outer membrane,mRNA binding,nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,nuclear-transcribed mRNA catabolic process,intracellular mRNA localization,cytoplasm,mRNA binding,negative regulation of translation,regulation of biological quality,mRNA binding,RNA binding,RNA binding,RNA binding,RNA binding,cytoplasm,cytoplasm,mitochondrion,mitochondrial outer membrane,mitochondrial outer membrane,membrane,nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,mRNA 3'-UTR binding,cytoplasm",Q07807,XII
YLL014W,EMC6,NC_001144.5,,121322,121648,+,Emc6p,Function unknown,"organelle organization,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,membrane,EMC complex,EMC complex,endoplasmic reticulum,endoplasmic reticulum,protein folding in endoplasmic reticulum,protein folding in endoplasmic reticulum,protein folding in endoplasmic reticulum,endoplasmic reticulum,molecular_function,protein folding in endoplasmic reticulum,protein folding in endoplasmic reticulum,protein folding in endoplasmic reticulum,autophagosome assembly,EMC complex",Q12431,XII
YLL015W,BPT1,NC_001144.5,,116432,121111,+,ATP-binding cassette bilirubin transporter BPT1,"Secondary metabolites biosynthesis, transport, and catabolism","cadmium ion transmembrane transporter activity,cadmium ion transport,fungal-type vacuole membrane,bilirubin transmembrane transporter activity,bilirubin transmembrane transporter activity,bilirubin transport,bilirubin transport,vacuole fusion, non-autophagic,fungal-type vacuole membrane,ABC-type transporter activity,ABC-type transporter activity,endoplasmic reticulum,nucleotide binding,vacuolar membrane,membrane,ATP binding,vacuole,ATP binding,ATP binding,ATP binding,ATP binding,transmembrane transport,cadmium ion transmembrane transport,ATP hydrolysis activity,membrane,membrane,transmembrane transport,ATPase-coupled transmembrane transporter activity,bilirubin transmembrane transporter activity,membrane",P14772,XII
YLL016W,SDC25,NC_001144.5,,112847,115993,+,,No COG annotation,"Ras protein signal transduction,Ras protein signal transduction,membrane,guanyl-nucleotide exchange factor activity,cell cycle,cell division,small GTPase mediated signal transduction,small GTPase mediated signal transduction,small GTPase mediated signal transduction,small GTPase mediated signal transduction,guanyl-nucleotide exchange factor activity,guanyl-nucleotide exchange factor activity,guanyl-nucleotide exchange factor activity,guanyl-nucleotide exchange factor activity,guanyl-nucleotide exchange factor activity",P0CF34,XII
YLL017W,YLL017W,NC_001144.5,,112234,112545,+,,No COG annotation,,P0CF33,XII
YLL018C,DPS1,NC_001144.5,,109902,111575,-,aspartate--tRNA ligase DPS1,"Translation, ribosomal structure and biogenesis","RNA binding,aspartate-tRNA ligase activity,aspartyl-tRNA aminoacylation,nucleus,cytoplasm,nucleotide binding,aminoacyl-tRNA ligase activity,aspartate-tRNA ligase activity,ATP binding,ligase activity,translation,cytoplasm,cytoplasm,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,ATP binding,ATP binding,ATP binding,tRNA aminoacylation for protein translation,tRNA aminoacylation for protein translation,nucleic acid binding,aspartate-tRNA ligase activity,aminoacyl-tRNA ligase activity,aminoacyl-tRNA ligase activity,aspartyl-tRNA aminoacylation,cytoplasm,nucleotide binding,nucleotide binding,nucleotide binding,sequence-specific mRNA binding,aspartyl-tRNA aminoacylation,aminoacyl-tRNA synthetase multienzyme complex,aspartate-tRNA ligase activity,RNA binding,cytosol",P04802,XII
YLL018C-A,COX19,NC_001144.5,,108676,108972,-,Cox19p,Energy production and conversion,"copper ion binding,mitochondrial cytochrome c oxidase assembly,mitochondrial intermembrane space,cytosol,cytoplasm,cytoplasm,mitochondrion,mitochondrial intermembrane space,metal ion transport,mitochondrial intermembrane space,mitochondrial cytochrome c oxidase assembly",Q3E731,XII
YLL019C,KNS1,NC_001144.5,,105686,107899,-,serine/threonine protein kinase KNS1,Signal transduction mechanisms,"negative regulation of transcription by RNA polymerase III,negative regulation of transcription by RNA polymerase III,negative regulation of transcription by RNA polymerase III,protein serine/threonine kinase activity,protein serine/threonine kinase activity,protein serine/threonine kinase activity,protein tyrosine kinase activity,protein tyrosine kinase activity,nucleus,cytoplasm,nucleotide binding,protein serine/threonine kinase activity,ATP binding,kinase activity,transferase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,ATP binding,ATP binding,protein phosphorylation,protein phosphorylation,protein kinase activity,protein kinase activity,protein kinase activity,phosphorylation,protein serine/threonine kinase activity,nucleus,regulation of RNA splicing,protein phosphorylation",P32350,XII
YLL021W,SPA2,NC_001144.5,,100947,105347,+,Spa2p,Function unknown,"MAP-kinase scaffold activity,MAP-kinase scaffold activity,budding cell apical bud growth,budding cell apical bud growth,budding cell apical bud growth,budding cell apical bud growth,bipolar cellular bud site selection,pseudohyphal growth,pseudohyphal growth,establishment of cell polarity,establishment of cell polarity,mating projection formation,regulation of initiation of mating projection growth,regulation of termination of mating projection growth,regulation of protein localization,regulation of protein localization,regulation of protein localization,regulation of protein localization,regulation of protein localization,regulation of protein localization,regulation of protein localization,incipient cellular bud site,cellular bud tip,cellular bud neck,mating projection tip,invasive filamentous growth,polarisome,cellular bud tip,cell cortex,mating projection tip,cellular anatomical entity,cell tip,regulation of cell shape,regulation of protein localization,positive regulation of MAPK cascade,regulation of actin cytoskeleton organization,regulation of actin cytoskeleton organization,regulation of actin cytoskeleton organization,actomyosin contractile ring,cellular bud neck,bipolar cellular bud site selection,cellular bud tip,incipient cellular bud site,MAP-kinase scaffold activity,invasive filamentous growth,mating projection tip,pseudohyphal growth,mating projection formation,cell cortex of growing cell tip",P23201,XII
YLL022C,HIF1,NC_001144.5,,99044,100201,-,Hif1p,Transcription,"subtelomeric heterochromatin formation,subtelomeric heterochromatin formation,subtelomeric heterochromatin formation,subtelomeric heterochromatin formation,chromatin organization,chromosome, telomeric region,nucleus,nucleus,nucleus,histone binding,nucleosome assembly,histone acetyltransferase complex,histone acetyltransferase complex,histone acetyltransferase complex,histone acetyltransferase complex,nucleus",Q12373,XII
