locus_tag,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change
ZMO1_ZMO1201,ZMO1_ZMO1201,CP023715.1,1227582.0,1228871.0,+,glycine hydroxymethyltransferase,Amino acid transport and metabolism,[],Q5NN85,map00260;map00460;map00630;map00670;map00680;map01100;map01110;map01120;map01130;map01200;map01230;map01523,2.1.2.1,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.9877026943724102,0.9879356764993061,0.9636434832613393,0.9644328109305537,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.0723536394057898,0.9749264984011906,0.854631797190067,1.0,0.9859837881470507,0.8824578982196742,0.7590270528371683
ZMO1_ZMO1202,ZMO1_ZMO1202,CP023715.1,1228876.0,1229346.0,+,transcriptional regulator NrdR,Transcription,[],Q5NN84,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.8918054749860067,0.864011418118763,0.9201519491197729,1.0,0.8195614685530154,0.8151379504854496,0.9736891983165976
ZMO1_ZMO1203,ZMO1_ZMO1203,CP023715.1,1229343.0,1230074.0,+,TrmH family RNA methyltransferase,"Translation, ribosomal structure and biogenesis",[],Q5NN83,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.7935245063909463,0.70042504097632,0.8239494005520767,1.0,0.9506619207975076,0.995724076804527,1.1143108703622742
ZMO1_ZMO2061,ZMO1_ZMO2061,CP023715.1,1230202.0,1230396.0,-,hypothetical protein,No COG annotation,['ZMO1126'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO1205,ZMO1_ZMO1205,CP023715.1,1230450.0,1230767.0,-,hypothetical protein,No COG annotation,"['ZMO0199', 'ZMO0373', 'ZMO0940']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO1206,ZMO1_ZMO1206,CP023715.1,1231257.0,1232207.0,-,LysR family transcriptional regulator,Transcription,"['ZMO1206', 'ZMO1793']",Q5NN80,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.9461311335841303,0.5830249414284076,0.8869697279430737,1.0,0.5987863323853366,0.9359585702410371,0.7631277850332214
ZMO1_ZMO1207,ZMO1_ZMO1207,CP023715.1,1232277.0,1233266.0,+,carbon-nitrogen hydrolase,Function unknown,"['ZMO1697', 'ZMO1787']",Q5NN79,map00380;map00460;map00627;map00643;map00910;map01120,3.5.5.1,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM,,,,,0.9999999999999875,0.9999999999999629,0.999999999999972,1.0000000000000198,[],1.0,1.168983591202846,1.276397219006062,1.379509538840468,1.0,0.9469316558903896,0.994798621363762,1.1922092243798317
ZMO1_ZMO2062,ZMO1_ZMO2062,CP023715.1,1233613.0,1233939.0,-,hypothetical protein,No COG annotation,"['ZMO0373', 'ZMO1787']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO1209,ZMO1_ZMO1209,CP023715.1,1234197.0,1236155.0,-,potassium transporter Kup,Inorganic ion transport and metabolism,[],Q5NN77,,,-2.91188331508528,-3.46542535462835,C-terminal cystine knot signature.;Post-SET domain profile.;SignalP-TM;SignalP-noTM,,,,,1.2485736690496102e-15,5.7071090219871106e-15,1.7065900269226907e-16,1.1964517182484703e-15,['NikR_Helicobacter_pylori'],1.0,0.7658733219498417,0.8112698659064278,0.9877031887104066,1.0,0.770125377106485,0.8959760762865188,1.0229287446338933
ZMO1_ZMO1211,ZMO1_ZMO1211,CP023715.1,1236622.0,1237968.0,-,glutathione reductase,Energy production and conversion,[],Q5NN75,map00480;map04918,1.8.1.7,0.0,0.0,SignalP-TM,,,,,0.9999999999999531,1.0000000000000893,0.9999999999999696,0.9999999999999964,[],1.0,1.1470048993027475,1.1427110412324355,1.177763204170326,1.0,0.9391093563336889,0.9165839382964626,1.0975016320122368
ZMO1_ZMO1212,ZMO1_ZMO1212,CP023715.1,1238131.0,1239654.0,-,glucose-6-phosphate isomerase,Carbohydrate transport and metabolism,[],P28718,map00010;map00030;map00500;map00520;map01100;map01110;map01120;map01130;map01200,5.3.1.9,-2.29361285500126,-2.74815362587303,SignalP-TM;SignalP-noTM,,,,,0.0,0.9832718350524484,0.0,0.9836986844174134,[],1.0,1.2081364858154933,1.2239036340699678,1.1691159929621862,1.0,1.201505395580341,1.178093257809932,1.1001351248409172
ZMO1_ZMO1213,ZMO1_ZMO1213,CP023715.1,1239986.0,1240411.0,+,uncharacterized protein,No COG annotation,"['ZMO0940', 'ZMO1787']",Q5NN73,,,-1.1531190740464,-1.9945526872463,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.1115118648827256,1.06995379518353,0.5532290897596462,1.0,2.2232986176148914,1.0501620671694998,1.8502404781681996
ZMO1_ZMO1214,ZMO1_ZMO1214,CP023715.1,1240539.0,1242059.0,+,putative DEAD/DEAH box helicase,"Replication, recombination and repair","['ZMO0631', 'ZMO1787']",Q5NN72,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.0383548018560218,1.0335122769039136,0.998255154299822,1.0,0.9056456161637026,0.8970818617929716,0.8394601893551328
ZMO1_ZMO1215,ZMO1_ZMO1215,CP023715.1,1242404.0,1242616.0,+,uncharacterized protein,No COG annotation,['ZMO0781'],Q5NN71,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,2.8700598388701417,2.764973113470521,1.3872565812424282,1.0,2.6395019994044135,2.6154372637925922,1.1622620445167506
ZMO1_ZMO1216,ZMO1_ZMO1216,CP023715.1,1242643.0,1244295.0,+,signal transduction histidine kinase,Signal transduction mechanisms,"['ZMO1787', 'ZMO1857']",Q5NN70,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8868265588361639,0.8651595620165312,0.9486996112506033,1.0,0.9461644060428984,0.9814435309180326,1.0865073365477667
ZMO1_ZMO2011,ZMO1_ZMO2011,CP023715.1,1244663.0,1244797.0,+,entericidin A/B family protein,Function unknown,['ZMO0023'],D9PNM4,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMO1218,ZMO1_ZMO1218,CP023715.1,1245957.0,1246745.0,-,twin-arginine translocase subunit TatC,"Intracellular trafficking, secretion, and vesicular transport",[],Q5NN68,map03060;map03070,,-1.11035006278677,-2.85415429483478,SignalP-TM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO1219,ZMO1_ZMO1219,CP023715.1,1246742.0,1247200.0,-,twin-arginine translocase subunit TatB,"Intracellular trafficking, secretion, and vesicular transport",[],Q5NN67,map03060;map03070,,-1.29704490739253,-3.07484470988677,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.34393878250788,1.5451245463333487,1.5664271324175851,1.0,0.7675425293901572,0.6732328321767496,0.7542243878557939
ZMO1_ZMO1220,ZMO1_ZMO1220,CP023715.1,1247285.0,1247548.0,-,twin-arginine translocase subunit TatA,"Intracellular trafficking, secretion, and vesicular transport",[],Q5NN66,map03060;map03070,,-2.24535656495244,-3.8199135397821,SignalP-TM,,,,,,,,,[],1.0,0.9169723529131211,0.813000410357473,0.7455750653082851,1.0,0.9948545913921761,0.9872790401641003,0.9720594394330628
ZMO1_ZMO1221,ZMO1_ZMO1221,CP023715.1,1247701.0,1248402.0,-,uncharacterized protein,No COG annotation,[],Q5NN65,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.8690878900163315,0.7690608110875122,0.6982914831089484,1.0,0.7441307600734032,0.8217544593036508,0.7020504111255714
ZMO1_ZMO1222,ZMO1_ZMO1222,CP023715.1,1248515.0,1249252.0,-,3-oxoacyl-(acyl-carrier-protein) reductase,Lipid transport and metabolism,['ZMO1787'],Q5NN64,map00061;map00333;map00780;map01040;map01100;map01130;map01212,1.1.1.100,-2.35122384177844,-2.89561042068648,,,,,,0.0,0.0,0.0,0.0,[],1.0,1.2144342469113567,1.3132891028441036,1.2764078082008035,1.0,1.231195852203025,1.3436245869790946,1.4354782466228189
ZMO1_ZMO1223,ZMO1_ZMO1223,CP023715.1,1249322.0,1250257.0,-,malonyl CoA-acyl carrier protein transacylase,Lipid transport and metabolism,[],Q5NN63,map00061;map00333;map01100;map01130;map01212,2.3.1.39,-5.29920657991148,-2.71414639824737,SignalP-TM;SignalP-noTM,,,,,1.3635668674533544e-15,3.0217839227534536e-15,1.3045433069834727e-16,0.0,[],1.0,1.049811402829674,0.9246344101154343,0.8562355229676222,1.0,0.9932811703632551,0.8386865107616955,0.8384235263572292
ZMO1_ZMO1225,ZMO1_ZMO1225,CP023715.1,1250778.0,1251152.0,+,ribosomal protein S6,"Translation, ribosomal structure and biogenesis",[],Q5NN61,map03010,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.7574689650868272,0.7091736447781423,0.7858837056502624,1.0,0.8534224290630301,0.827427920453197,0.9170191950855153
ZMO1_ZMO1226,ZMO1_ZMO1226,CP023715.1,1251173.0,1251397.0,+,ribosomal protein S18,"Translation, ribosomal structure and biogenesis",[],Q5NN60,map03010,,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7699884667924421,0.7818014362362691,0.810240336981726,1.0,0.7771165728668039,0.7761828366850843,0.8573053499252898
ZMO1_ZMO1227,ZMO1_ZMO1227,CP023715.1,1251412.0,1252041.0,+,ribosomal protein L9,"Translation, ribosomal structure and biogenesis",[],Q5NN59,map03010,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.7853603526633122,0.773878802194131,0.785364917877058,1.0,0.7680472316239985,0.744304660543545,0.7881721834542113
ZMO1_ZMO1228,ZMO1_ZMO1228,CP023715.1,1252121.0,1253116.0,-,mandelate racemase/muconate lactonizing protein,Cell wall/membrane/envelope biogenesis,[],Q5NN58,,5.1.1.20,0.0,0.0,SignalP-TM,,,,,0.9999999999999876,1.0000000000000764,0.9999999999999758,0.9999999999999908,[],1.0,1.0483635083306688,0.9908267202083675,0.8498788241296539,1.0,1.090958819679281,1.0369422646513342,0.8735186188356944
ZMO1_ZMO1229,ZMO1_ZMO1229,CP023715.1,1253204.0,1253809.0,-,GTP cyclohydrolase I FolE,Coenzyme transport and metabolism,[],Q5NN57,map00790;map01100,3.5.4.16,-1.84475974567003,-3.73613469923033,,,,,,9.052159100609673e-14,6.671791271399398e-12,9.086511334335069e-13,1.509363724294387e-12,[],1.0,1.156507699998175,0.9530847475417301,0.9128779541633937,1.0,0.8517644580987654,0.7736545181447202,0.7274987929737119
ZMO1_ZMO1231,ZMO1_ZMO1231,CP023715.1,1253958.0,1255718.0,+,single-stranded-DNA-specific exonuclease RecJ,"Replication, recombination and repair",[],Q5NN55,map03410;map03430;map03440,,-4.21171170036166,0.0,,,,,,,,,,[],1.0,1.0605931286448411,0.9075656872253123,0.9602027167254881,1.0,0.9498415561658432,0.8425300189994549,1.001896348103618
ZMO1_ZMO1232,ZMO1_ZMO1232,CP023715.1,1256094.0,1257395.0,+,glycosyl transferase family 1,Cell wall/membrane/envelope biogenesis,"['ZMO0199', 'ZMO1206']",Q5NN54,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.9917733769921713,0.9836309930276682,1.1421563281610434,1.0,0.8395552876681718,0.9735705666356441,1.0439804669718782
ZMO1_ZMO1233,ZMO1_ZMO1233,CP023715.1,1257445.0,1258857.0,-,mannose-1-phosphate guanyltransferase CpsB,Cell wall/membrane/envelope biogenesis,[],Q5NN53,map00051;map00520;map01100;map01110;map01130;map02025,"2.7.7.13,5.3.1.8",0.0,0.0,,,,,,0.9999999999999861,1.000000000000029,0.9999999999999726,0.9999999999999708,[],1.0,1.0243738855363689,0.9425474945869119,1.0326817224396918,1.0,0.9930944276240156,1.024328518061475,1.0747858544381543
ZMO1_ZMO1234,ZMO1_ZMO1234,CP023715.1,1258909.0,1260858.0,-,deoxyxylulose-5-phosphate synthase,Coenzyme transport and metabolism,[],Q5NN52,map00730;map00900;map01100;map01110;map01130,2.2.1.7,-1.27448903847626,0.0,SignalP-TM,,,,,0.0,0.0,0.0,0.0,[],1.0,0.7497462033034661,0.5484557406690589,0.6649121014672934,1.0,0.5850153288080818,0.5942190381236605,0.6874920891195573
ZMO1_ZMO1235,ZMO1_ZMO1235,CP023715.1,1261036.0,1261521.0,-,Fur family ferric uptake regulator,Inorganic ion transport and metabolism,"['ZMO0023', 'ZMO1697', 'ZMO1787']",Q5NN51,map02024,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.0485773829767742,1.2252015118044852,1.6748917293250871,1.0,1.1420221278801657,1.3631485184530834,1.3322288434830198
ZMO1_ZMO1236,ZMO1_ZMO1236,CP023715.1,1261768.0,1262781.0,-,Zn-dependent alcohol dehydrogenase,Function unknown,[],P20368,map00010;map00071;map00350;map00625;map00626;map00830;map00980;map00982;map01100;map01110;map01120;map01130;map01220,1.1.1.1,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.7877592295140818,0.7444719475021944,0.9999999999999685,0.9999999999999892,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.4004163114501094,1.8851251780444864,1.8959925060831868,1.0,1.5183365568546392,1.7418736489081865,1.6639228160036952
ZMO1_ZMO1237,ZMO1_ZMO1237,CP023715.1,1263483.0,1264478.0,-,lactate dehydrogenase,Energy production and conversion,[],P30799,map00620;map01120,1.1.1.28,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.9999999999999861,1.000000000000029,0.9999999999999742,0.9999999999999706,['MogR_Listeria_monocytogenes'],,,,,,,,
ZMO1_ZMO1240,ZMO1_ZMO1240,CP023715.1,1264948.0,1265634.0,-,2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase,Carbohydrate transport and metabolism,[],P30798,map00010;map00260;map00680;map01100;map01110;map01120;map01130;map01200;map01230;map04922;map05230,5.4.2.11,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM;SignalP-noTM,,,,,0.0,0.0,1.75775749499177e-13,2.0933037531195483e-14,[],1.0,1.01923010997009,1.0022863655921912,0.938815350118132,1.0,1.08065049570774,1.0362863468147718,0.9403256283267952
ZMO1_ZMO1242,ZMO1_ZMO1242,CP023715.1,1265884.0,1267026.0,-,peptidase M14 carboxypeptidase A,Amino acid transport and metabolism,['ZMO1787'],P30795,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.1346696635094118,1.185256326659776,1.3388464944330818,1.0,0.9736282261507249,1.0820644309350835,1.1864127926038637
ZMO1_ZMO1243,ZMO1_ZMO1243,CP023715.1,1267023.0,1267820.0,-,DUF4136 domain-containing protein,No COG annotation,['ZMO1697'],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.884260971958528,0.5996319122166729,0.18931108532877997,1.0,0.7713775886848377,0.525443178953607,0.12150047140988132
ZMO1_ZMO1246,ZMO1_ZMO1246,CP023715.1,1268094.0,1268240.0,+,50S ribosomal protein L36,"Translation, ribosomal structure and biogenesis",[],Q5NN40,map03010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO1248,ZMO1_ZMO1248,CP023715.1,1268950.0,1269438.0,-,uncharacterized protein,No COG annotation,"['ZMO1697', 'ZMO1937']",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.511414014525538,0.28641136531134875,0.11551056333870637,1.0,0.5537228799035095,0.37699897172442964,0.10113631483362881
ZMO1_ZMO1249,ZMO1_ZMO1249,CP023715.1,1269728.0,1270171.0,-,hypothetical protein,No COG annotation,"['ZMO1126', 'ZMO1697']",,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO1251,ZMO1_ZMO1251,CP023715.1,1270401.0,1270889.0,-,uncharacterized protein,Function unknown,['ZMO1787'],Q5NN35,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,2.187638818386233,1.0608688998880214,0.26852483563709934,1.0,0.6335755358734333,0.3438441092924796,0.10298035508318969
ZMO1_ZMO1252,ZMO1_ZMO1252,CP023715.1,1270921.0,1271562.0,-,putative cytochrome c-type biogenesis protein CcmI/NrfG,"Post-translational modification, protein turnover, and chaperones",[],Q5NN34,,,0.0,0.0,,,,,,,,,,[],1.0,1.189757988241091,1.1956024454452658,1.4125115859615285,1.0,0.8843276846767285,0.9594978934793884,0.9166460217891123
ZMO1_ZMO1253,ZMO1_ZMO1253,CP023715.1,1271559.0,1271987.0,-,cytochrome c-type biogenesis protein NrfF/CcmH,"Post-translational modification, protein turnover, and chaperones",[],Q5NN33,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO1254,ZMO1_ZMO1254,CP023715.1,1271984.0,1272514.0,-,thiol:disulfide oxidoreductase CcmG,Energy production and conversion,[],Q5NN32,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.1927490994069618,1.1651588446450252,1.0568132888964774,1.0,0.9225574620289612,0.9270818828395272,0.9629199479347281
ZMO1_ZMO1255,ZMO1_ZMO1255,CP023715.1,1272511.0,1274457.0,-,cytochrome c-type biogenesis protein CcmF/NfrE,"Post-translational modification, protein turnover, and chaperones",[],Q5NN31,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.057646105598657,1.1099950069382152,1.2961980367606023,1.0,0.778844251012543,0.8637101317160666,1.1366317557322334
ZMO1_ZMO1256,ZMO1_ZMO1256,CP023715.1,1274459.0,1274899.0,-,cytochrome c-type biogenesis protein CcmE/CycJ,"Post-translational modification, protein turnover, and chaperones",[],Q5NN30,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.0632339368115018,1.2424954328511855,1.531523575366901,1.0,0.9543839257974264,0.9366489643356452,1.2246866435316346
ZMO1_ZMO1257,ZMO1_ZMO1257,CP023715.1,1274923.0,1275087.0,-,hypothetical protein,No COG annotation,[],,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMO1258,ZMO1_ZMO1258,CP023715.1,1275084.0,1275800.0,-,cytochrome C assembly protein CcmC/CycZ,"Post-translational modification, protein turnover, and chaperones",[],Q5NN28,map02010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.34338879255628274,0.3642837413446635,0.4195043064076484,1.0,1.7706815939551317,0.966111368459814,0.7564649807436193
ZMO1_ZMO1260,ZMO1_ZMO1260,CP023715.1,1276398.0,1278650.0,+,TonB-dependent receptor,Inorganic ion transport and metabolism,['ZMO1787'],Q5NN26,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO1261,ZMO1_ZMO1261,CP023715.1,1278836.0,1279894.0,+,ABC transporter substrate-binding protein aliphatic sulfonates family SsuA,Inorganic ion transport and metabolism,[],Q5NN25,map00920;map02010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.9999999999999861,0.9999999999999756,0.9999999999999749,0.9999999999999861,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.8136256019806737,0.8320638163740912,0.8757012131370004,1.0,1.0654340413417764,1.0118521685636896,0.8825699408998634
ZMO1_ZMO1262,ZMO1_ZMO1262,CP023715.1,1279839.0,1280672.0,+,alkanesulfonate transporter permease subunit SsuC,Inorganic ion transport and metabolism,[],Q5NN24,map00920;map02010,,0.0,0.0,SignalP-TM,,,,,0.9999999999999861,0.9999999999999756,0.9999999999999749,0.9999999999999861,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMO1263,ZMO1_ZMO1263,CP023715.1,1280673.0,1281395.0,+,aliphatic sulfonates transport ATP-binding subunit SsuB,Inorganic ion transport and metabolism,[],Q5NN23,map00920;map02010,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,0.9999999999999861,0.9999999999999756,0.9999999999999749,0.9999999999999861,[],,,,,,,,
ZMO1_ZMO1264,ZMO1_ZMO1264,CP023715.1,1281433.0,1282614.0,+,L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily RspA,Cell wall/membrane/envelope biogenesis,[],Q5NN22,map00040;map00052;map00627;map01100;map01120,"4.2.1.6,4.2.1.8,5.1.2.2",0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.9693549042560156,0.9473879698564852,0.9825050984388604,1.0,0.9962992931079542,1.0050926269687854,1.0565493880260617
ZMO1_ZMO1265,ZMO1_ZMO1265,CP023715.1,1282625.0,1283281.0,+,DUF1847 domain-containing protein,Function unknown,"['ZMO0373', 'ZMO0373', 'ZMO1126', 'ZMO1697']",Q5NN21,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.652487565898537,0.6014059504584491,0.7842591539762525,1.0,0.7953845474908257,0.899704084645506,1.127446880633799
ZMO1_ZMO1267,ZMO1_ZMO1267,CP023715.1,1283502.0,1285082.0,+,GMP synthase large subunit,Nucleotide transport and metabolism,[],Q5NN19,map00230;map00983;map01100,6.3.5.2,-2.64271572739384,-4.33026093370108,SignalP-TM;SignalP-noTM,,,,,3.0253053516858655e-15,4.862720411877366e-15,2.2025227489252725e-15,0.0,[],1.0,0.9192049797276544,0.8750225333403124,0.9490137636705955,1.0,0.9290603135894635,0.8861304740215096,1.0538943576729993
ZMO1_ZMO1268,ZMO1_ZMO1268,CP023715.1,1285159.0,1286178.0,-,uncharacterized protein,Transcription,"['ZMO1697', 'ZMO1787']",Q5NN18,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,0.9315013113482373,0.8499107049782307,0.938386323111736,1.0,0.8530313797032169,0.8281229500633981,0.9709391358281348
ZMO1_ZMO2012,ZMO1_ZMO2012,CP023715.1,1286444.0,1286692.0,+,acyl carrier protein,Lipid transport and metabolism,"['ZMO0023', 'ZMO0373', 'ZMO0940']",D9PNM5,,,0.0,0.0,SignalP-TM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,1.350850835868627,1.2037042340985824,1.2921400661124711,1.0,0.9585611147836514,0.8284486809212768,1.1013007363730725
ZMO1_ZMO1270,ZMO1_ZMO1270,CP023715.1,1286754.0,1287965.0,+,8-amino-7-oxononanoate synthase,Amino acid transport and metabolism,"['ZMO1336', 'ZMO1697', 'ZMO1787', 'ZMO1857']",Q5NN16,map00260;map00780;map01100,"2.3.1.29,2.3.1.47",0.0,0.0,SignalP-TM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,0.9661862765830053,0.9060723690295533,0.8407915884265917,1.0,0.9099846840987745,0.8445717943591824,0.7558206456118387
ZMO1_ZMO1271,ZMO1_ZMO1271,CP023715.1,1288096.0,1288962.0,-,siroheme synthase CysG,Coenzyme transport and metabolism,[],Q5NN15,map00860;map01100;map01110;map01120,2.1.1.107,0.0,0.0,SignalP-TM,,,,,0.9999999999999784,0.9999999999999876,0.9999999999999655,0.9999999999999932,[],1.0,1.3816530826495472,1.2507321284757775,1.2212517232485363,1.0,1.3376787313766678,1.0813080263142059,1.3064262208087134
ZMO1_ZMO1272,ZMO1_ZMO1272,CP023715.1,1289195.0,1290604.0,+,N-succinylglutamate 5-semialdehyde dehydrogenase,Energy production and conversion,[],Q5NN14,map00330;map01100,1.2.1.71,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM,,,,,0.9999999999999964,1.0000000000000242,0.999999999999983,0.999999999999999,[],1.0,1.267025144379912,1.3291381319897626,1.56954907803224,1.0,1.2596239276533772,1.3708302459891617,1.7231542377955291
