,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change,iMs
ZMO1_ZMO0996,ZMO1_ZMO0996,CP023715.1,1013482.0,1014624.0,+,mechanosensitive ion channel MscS,Cell wall/membrane/envelope biogenesis,,Q5NNU0,,,0.0,0.0,SignalP-TM,,,,,,,,,"['Fur_Helicobacter_pylori', 'NikR_Helicobacter_pylori', 'XylR_Thermotoga_maritima']",1.0,1.029184977,1.068913508,1.176164058,1.0,1.024582666,1.144482745,1.2728669,
ZMO1_ZMO0997,ZMO1_ZMO0997,CP023715.1,1014626.0,1015252.0,+,2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase,Carbohydrate transport and metabolism,,Q00384,map00030;map00630;map01100;map01120;map01200,"4.1.2.14,4.1.3.42",0.0,0.0,SignalP-TM,,,,,0.0,0.0,0.0,1.01e-14,[],1.0,1.287535683,1.250470113,1.126091601,1.0,1.345566592,1.272622187,1.146138358,"['glycolysis_and_ATP_synthase', 'noise_5']"
ZMO1_ZMO0998,ZMO1_ZMO0998,CP023715.1,1015591.0,1016133.0,+,peptide methionine sulfoxide reductase,"Post-translational modification, protein turnover, and chaperones",,Q5NNT8,,1.8.4.11,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.120301829,1.0314637,1.011672979,1.0,0.966362539,0.833758308,0.874484496,['cell_cycle']
ZMO1_ZMO0999,ZMO1_ZMO0999,CP023715.1,1016162.0,1017151.0,-,L-threonylcarbamoyladenylate synthase,"Translation, ribosomal structure and biogenesis","ZMO0023,ZMO0373,ZMO1336",Q5NNT7,,2.7.7.87,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.874882982,0.842725007,1.00725825,1.0,0.829287476,0.863789019,0.926804862,
ZMO1_ZMO1000,ZMO1_ZMO1000,CP023715.1,1017581.0,1019860.0,+,5- methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,Amino acid transport and metabolism,,Q5NNT6,map00270;map00450;map01100;map01110;map01230,2.1.1.14,0.0,-2.179961097,SignalP-TM,,,,,1.51e-16,9.6e-15,1.33e-16,1.84e-17,[],1.0,1.000903861,0.931323386,0.840814999,1.0,0.844038764,0.752294934,0.68152673,
ZMO1_ZMO1001,ZMO1_ZMO1001,CP023715.1,1020113.0,1021606.0,+,amino acid/peptide transporter,Amino acid transport and metabolism,"ZMO0774,ZMO1061,ZMO1336,ZMO1412,ZMO1697",Q5NNT5,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be embedded in the membrane.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.0,1.0,1.0,1.0,[],,,,,,,,,['membrane_cobalmin']
ZMO1_ZMO1002,ZMO1_ZMO1002,CP023715.1,1021679.0,1023016.0,+,phosphoglucosamine mutase,Carbohydrate transport and metabolism,,Q5NNT4,map00520;map01100;map01130,5.4.2.10,0.0,0.0,SignalP-TM,,,,,3.6e-15,1.01e-14,6.51e-30,8.06e-15,['CosR_Campylobacter_jejuni'],1.0,0.901023135,0.861241568,0.854104999,1.0,0.793364139,0.799084055,0.880900271,
ZMO1_ZMO1003,ZMO1_ZMO1003,CP023715.1,1023006.0,1023857.0,+,bifunctional hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,Coenzyme transport and metabolism,,Q5NNT3,map00730;map01100,"2.7.1.49,2.7.4.7",0.0,-1.667373017,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,0.820590479,0.774048755,0.715313634,1.0,0.783828005,0.810197539,0.741705466,
ZMO1_ZMO1004,ZMO1_ZMO1004,CP023715.1,1023857.0,1024504.0,+,ribonuclease H,"Replication, recombination and repair",,Q5NNT2,map03030,3.1.26.4,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.949128372,0.870014875,1.0092818,1.0,0.76822836,0.796613863,0.971635168,
ZMO1_ZMO1005,ZMO1_ZMO1005,CP023715.1,1024674.0,1025822.0,+,site-specific DNA-methyltransferase,"Replication, recombination and repair",,Q5NNT1,map04112,2.1.1.72,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.839669528,0.623109282,0.753808383,1.0,0.66825438,0.566920474,0.709806872,
ZMO1_ZMO1006,ZMO1_ZMO1006,CP023715.1,1025822.0,1026928.0,+,dihydropteroate synthase,Coenzyme transport and metabolism,,Q5NNT0,map00790;map01100,2.5.1.15,-1.522144344,-3.166822779,SignalP-TM;SignalP-noTM,,,,,8.65e-12,7.42e-12,0.0,3.62e-12,[],1.0,0.92710472,0.922357273,1.072034589,1.0,0.966243845,0.995990477,1.197097172,
ZMO1_ZMO1007,ZMO1_ZMO1007,CP023715.1,1027050.0,1027913.0,+,UPF0187 domain-containing protein,Function unknown,,Q5NNS9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.746768811,0.779846755,0.930876882,1.0,0.767997102,0.865367848,1.055961484,['ethanol_fermentation']
ZMO1_ZMO1008,ZMO1_ZMO1008,CP023715.1,1028039.0,1029484.0,+,glycolate oxidase subunit GlcD,Energy production and conversion,,Q5NNS8,,,-3.041762021,-2.467664424,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.096725248,1.038472595,1.000187404,1.0,1.113706074,1.110258064,1.016859104,
ZMO1_ZMO1009,ZMO1_ZMO1009,CP023715.1,1029623.0,1030411.0,+,SapC family protein,Function unknown,"ZMO0940,ZMO1126,ZMO1206,ZMO1787,ZMO1793",Q5NNS7,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.023644882,0.986661142,0.937475267,1.0,1.160360417,1.08018792,0.95411897,
ZMO1_ZMO1010,ZMO1_ZMO1010,CP023715.1,1030446.0,1030967.0,+,DUF4186 domain-containing protein,Function unknown,,Q5NNS6,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.185236107,1.25515445,1.398620544,1.0,1.772211266,1.877626672,2.025313074,
ZMO1_ZMO1011,yacG,CP023715.1,1031188.0,1031373.0,-,YacG/DUF329 family protein,Function unknown,,Q5NNS5,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,1.444470255,1.383067039,1.199444312,1.0,1.449317009,1.539222902,1.132803158,"['heat_response', 'unknown_8']"
ZMO1_ZMO1012,ZMO1_ZMO1012,CP023715.1,1031396.0,1032409.0,-,uncharacterized protein,"Translation, ribosomal structure and biogenesis",,Q5NNS4,,,0.0,0.0,SignalP-TM,,,,,,,,,['RosR_Rhizobium_leguminosarum'],1.0,0.811498161,0.771132023,0.912639406,1.0,0.794158938,0.835463342,0.981529143,
ZMO1_ZMO1013,ZMO1_ZMO1013,CP023715.1,1032410.0,1033018.0,-,septum formation inhibitor Maf,"Cell cycle control, cell division, chromosome partitioning","ZMO0199,ZMO0199",Q5NNS3,,,-2.512448295,-3.602248166,SignalP-TM;SignalP-noTM,,,,,,,,,['RosR_Rhizobium_leguminosarum'],1.0,0.737248373,0.691636274,0.805590392,1.0,0.698076621,0.607317769,0.840106231,
ZMO1_ZMO1014,ZMO1_ZMO1014,CP023715.1,1033024.0,1033242.0,-,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",,,,,0.0,0.0,SignalP-TM,,,,,,,,,['RosR_Rhizobium_leguminosarum'],1.0,0.933464023,0.806423117,0.71687967,1.0,0.903648255,0.725320355,0.719515134,
ZMO1_ZMO1015,ZMO1_ZMO1015,CP023715.1,1033460.0,1034086.0,-,DUF330 domain-containing protein,Function unknown,"ZMO0100,ZMO0100,ZMO1126,ZMO1697,ZMO1697,ZMO1857",Q5NNS1,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.881101074,0.863428796,1.200374431,1.0,0.95252579,0.948175882,1.124236159,
ZMO1_ZMO1016,ZMO1_ZMO1016,CP023715.1,1034092.0,1035039.0,-,MCE family protein,"Secondary metabolites biosynthesis, transport, and catabolism","ZMO0199,ZMO1787",Q5NNS0,map02010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.906381959,1.038504897,1.219106138,1.0,0.889046981,0.940285966,1.160122862,
ZMO1_ZMO1017,ZMO1_ZMO1017,CP023715.1,1035050.0,1035841.0,-,iron ABC transporter ATP-binding protein,"Secondary metabolites biosynthesis, transport, and catabolism","ZMO1126,ZMO1787",Q5NNR9,map02010,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.99207136,1.104627341,1.253697373,1.0,1.144431781,1.277610043,1.415969761,
ZMO1_ZMO1018,ZMO1_ZMO1018,CP023715.1,1035838.0,1036938.0,-,DUF140 domain-containing protein,"Secondary metabolites biosynthesis, transport, and catabolism","ZMO1126,ZMO1412,ZMO1787",Q5NNR8,map02010,,0.0,0.0,SignalP-TM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,0.930868777,1.058193273,1.280911653,1.0,0.919720921,0.931198503,1.131855257,
ZMO1_ZMO1019,ZMO1_ZMO1019,CP023715.1,1037121.0,1038173.0,-,deoxyhypusine synthase,"Post-translational modification, protein turnover, and chaperones",,Q5NNR7,,2.5.1.46,-1.614682832,-2.029998126,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.760600977,0.725894401,0.706263229,1.0,0.73684324,0.716361497,0.838311311,
ZMO1_ZMO1020,ZMO1_ZMO1020,CP023715.1,1038255.0,1039436.0,-,diaminopimelate decarboxylase LysA,Amino acid transport and metabolism,,Q5NNR6,map00330;map00480;map01100;map01110;map01130,4.1.1.17,-2.643392473,-4.169350323,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",,,,,,,,,
ZMO1_ZMO1021,ZMO1_ZMO1021,CP023715.1,1039756.0,1040409.0,-,alpha/beta fold family hydrolase-like protein,Function unknown,ZMO0100,Q5NNR5,,,-2.051498797,-2.992938277,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.865919659,0.936358808,0.922349622,1.0,1.023076348,0.977909596,0.935033277,
ZMO1_ZMO1022,ZMO1_ZMO1022,CP023715.1,1040542.0,1041588.0,+,cysteine desulfurase NifS/SufS,Amino acid transport and metabolism,,Q5NNR4,map00730;map01100;map04122,2.8.1.7,-2.986835958,-1.656911019,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.913291818,0.859106516,1.05791167,1.0,0.918329585,0.911086617,1.124517751,
ZMO1_ZMO1023,queC,CP023715.1,1041640.0,1042404.0,+,putative 7-cyano-7-deazaguanine synthase QueC,Nucleotide transport and metabolism,ZMO1126,Q5NNR3,map00790;map01100,6.3.4.20,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.0,1.0,1.0,1.0,[],1.0,1.033347411,0.9627401,0.907201855,1.0,1.003085935,0.830842889,0.851526274,
ZMO1_ZMO1025,ZMO1_ZMO1025,CP023715.1,1042753.0,1044771.0,+,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,,Q5NNR1,map00230;map00240;map01100,1.1.98.6,0.0,-1.650656963,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,['MogR_Listeria_monocytogenes'],1.0,0.619106234,0.342414034,0.380569266,1.0,0.480607511,0.269757311,0.337469273,['ribonucleoside_reductase']
ZMO1_ZMO1026,ZMO1_ZMO1026,CP023715.1,1044808.0,1044996.0,+,uncharacterized protein,Nucleotide transport and metabolism,,Q5NNR0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.547335349,0.07387555,0.098817184,1.0,0.227138627,0.047266608,0.037050398,"['noise_4', 'ribonucleoside_reductase']"
ZMO1_ZMO1027,ZMO1_ZMO1027,CP023715.1,1044983.0,1045585.0,+,pyruvate-formate lyase-activating enzyme RflA,"Post-translational modification, protein turnover, and chaperones",,Q5NNQ9,,1.97.1.4,0.0,0.0,,,,,,,,,,[],1.0,0.831775066,0.794806625,1.119740332,1.0,0.90395414,0.931409635,1.195774837,"['noise_5', 'ribonucleoside_reductase']"
ZMO1_ZMO1029,ZMO1_ZMO1029,CP023715.1,1045666.0,1046583.0,+,ABC transporter related protein,Defense mechanisms,ZMO1787,Q5NNQ7,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.780400416,0.794327742,0.867517063,1.0,0.793099275,0.852640459,0.882853521,
ZMO1_ZMO1030,ZMO1_ZMO1030,CP023715.1,1046628.0,1047392.0,+,putative EfiE/EfiG/ABC2 family lantabiotic-exporting membrane pepmease,Defense mechanisms,"ZMO0373,ZMO1787,ZMO1857",Q5NNQ6,map02010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],,,,,,,,,
ZMO1_ZMO1032,ZMO1_ZMO1032,CP023715.1,1047552.0,1048727.0,+,dual-specificity RNA methyltransferase RlmN,"Translation, ribosomal structure and biogenesis",,Q5NNQ4,,2.1.1.192,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.667316517,0.544065425,0.619543159,1.0,0.614690265,0.603077382,0.65087324,
ZMO1_ZMO1033,ZMO1_ZMO1033,CP023715.1,1048783.0,1050030.0,+,cyclopropane fatty-acyl-phospholipid synthase Cfa,Cell wall/membrane/envelope biogenesis,,Q5NNQ3,,2.1.1.79,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.131379409,1.201468626,1.28748501,1.0,1.116542019,1.228899734,1.306112909,['noise_1']
ZMO1_ZMO1034,ZMO1_ZMO1034,CP023715.1,1050151.0,1050765.0,-,calcium-binding EF-hand-containing protein,"Cell cycle control, cell division, chromosome partitioning",ZMO1336,Q5NNQ2,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.691775587,1.512787401,0.715818175,1.0,1.479615321,1.309236732,0.638901672,['cell_cycle']
ZMO1_ZMO1036,ZMO1_ZMO1036,CP023715.1,1051025.0,1052251.0,+,argininosuccinate synthase ArgG,Amino acid transport and metabolism,,Q5NNQ0,map00220;map00250;map01100;map01110;map01130;map01230;map05418,6.3.4.5,-2.660354098,-4.398295678,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,0.0,0.0,0.0,0.0,['CosR_Campylobacter_jejuni'],1.0,1.011727049,0.947529391,0.90869327,1.0,0.945903644,0.879071787,0.790219002,
ZMO1_ZMO1039,ZMO1_ZMO1039,CP023715.1,1052767.0,1054608.0,-,ribonucleoside-diphosphate reductase alpha subunit,Nucleotide transport and metabolism,,Q5NNP7,map00230;map00240;map01100,1.17.4.1,-8.439245082,0.0,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,"['CosR_Campylobacter_jejuni', 'Fur_Vibrio_cholerae', 'HilC_Salmonella_enterica', 'HilD_Salmonella_enterica', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.723220733,0.672635335,0.838865594,1.0,0.672125362,0.681303449,0.85737878,['ribonucleoside_reductase']
ZMO1_ZMO1040,ZMO1_ZMO1040,CP023715.1,1055356.0,1058568.0,+,TonB-dependent receptor,Inorganic ion transport and metabolism,"ZMO0023,ZMO0774,ZMO0781,ZMO0940,ZMO1121,ZMO1206,ZMO1412,ZMO1793",Q5NNP6,,,-1.323648616,-1.255248584,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'Fur_Vibrio_cholerae', 'HilC_Salmonella_enterica', 'HilD_Salmonella_enterica', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,['membrane_cobalmin']
ZMO1_ZMO1041,ZMO1_ZMO1041,CP023715.1,1058809.0,1059363.0,-,NUDIX-like hydrolase,"Replication, recombination and repair",ZMO1793,Q5NNP5,map00230,3.6.1.13,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.0,1.0,1.0,1.0,[],1.0,1.001761668,0.897617734,0.880581699,1.0,1.011926645,0.951008796,1.013749441,
ZMO1_ZMO1042,ZMO1_ZMO1042,CP023715.1,1059451.0,1060503.0,-,DUF477 domain-containing protein,Function unknown,"ZMO1126,ZMO1787",Q5NNP4,,,0.0,0.0,Eggshell protein signature;SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.023022292,1.148258445,1.449549649,1.0,0.930730883,1.015313314,1.303499154,
ZMO1_ZMO1043,ZMO1_ZMO1043,CP023715.1,1060511.0,1061137.0,-,LemA family protein,Function unknown,"ZMO0940,ZMO1336,ZMO1412,ZMO1793",Q5NNP3,,,0.0,0.0,C-terminal cystine knot signature.;SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.055970271,1.210580456,1.207172352,1.0,1.275800941,1.260271737,1.712951541,
ZMO1_ZMO1044,mscL,CP023715.1,1061369.0,1061833.0,+,large conductance mechanosensitive channel protein,Cell wall/membrane/envelope biogenesis,,Q5NNP2,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.812856752,0.774478648,0.858857306,1.0,0.907947535,0.987802344,1.080895586,
ZMO1_ZMO1045,ZMO1_ZMO1045,CP023715.1,1061919.0,1063505.0,-,phosphate-selective porin O and P,No COG annotation,"ZMO0373,ZMO1126,ZMO1164,ZMO1697",Q5NNP1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,['cell_cycle']
ZMO1_ZMO2077,ZMO1_ZMO2077,CP023715.1,1063484.0,1063711.0,+,hypothetical protein,No COG annotation,,,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,['unknown_2']
ZMO1_ZMO1047,ZMO1_ZMO1047,CP023715.1,1063771.0,1064811.0,+,phosphate ABC transporter substrate-binding protein PstS,Inorganic ion transport and metabolism,,Q5NNN9,map02010;map02020;map05152,,-2.710976249,-4.219938846,Arteriviridae zinc-binding (AV ZBD) domain profile.,,,,,1.34e-14,4.56e-12,5.14e-13,1.11e-13,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.197509445,1.161977936,0.658982939,1.0,1.296210131,1.258410988,0.692776747,['unknown_2']
ZMO1_ZMO1048,ZMO1_ZMO1048,CP023715.1,1064906.0,1065865.0,+,phosphate ABC transporter inner membrane subunit PstC,Inorganic ion transport and metabolism,,Q5NNN8,map02010,,0.0,0.0,SignalP-TM,,,,,1.34e-14,4.56e-12,5.14e-13,1.11e-13,[],1.0,0.768002425,1.089711672,1.082480203,1.0,0.571066881,0.780837384,0.723945231,
ZMO1_ZMO1049,ZMO1_ZMO1049,CP023715.1,1065874.0,1066710.0,+,phosphate ABC transporter inner membrane subunit PstA,Inorganic ion transport and metabolism,,Q5NNN7,map02010,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.34e-14,4.56e-12,5.14e-13,1.11e-13,['CosR_Campylobacter_jejuni'],1.0,0.650411255,0.906015482,1.015305638,1.0,0.971915324,0.899092222,1.14865181,
ZMO1_ZMO1050,ZMO1_ZMO1050,CP023715.1,1066710.0,1067582.0,+,phosphate ABC transporter ATPase subunit,Inorganic ion transport and metabolism,,Q5NNN6,map02010,3.6.3.27,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.34e-14,4.56e-12,5.14e-13,1.11e-13,[],1.0,0.987263982,1.075403146,1.165437239,1.0,1.033410869,1.108958277,1.225859441,
ZMO1_ZMO1052,ZMO1_ZMO1052,CP023715.1,1067917.0,1068696.0,+,phosphoribosylaminoimidazole-succinocarboxamide synthase,Nucleotide transport and metabolism,,Q5NNN4,map00230;map01100;map01110;map01130,6.3.2.6,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.0,1.65e-13,1.93e-14,2.15e-14,['NikR_Helicobacter_pylori'],1.0,1.060600193,0.9656321,0.942845489,1.0,0.995639739,0.97812273,0.895890809,['noise_5']
ZMO1_ZMO1054,ZMO1_ZMO1054,CP023715.1,1069100.0,1071346.0,+,DNA topoisomerase IV A subunit,"Replication, recombination and repair",,Q5NNN2,,,-2.122814691,-2.473697454,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.864025549,0.900604427,1.082610539,1.0,0.943085007,1.048432901,1.151844701,['unknown_8']
ZMO1_ZMO1055,ZMO1_ZMO1055,CP023715.1,1071595.0,1073334.0,+,bifunctional diguanylate cyclase (GGDEF)/phosphodiesterase,Signal transduction mechanisms,"ZMO0781,ZMO0940,ZMO0940,ZMO1121,ZMO1206,ZMO1206,ZMO1336,ZMO1412,ZMO1787,ZMO1793",Q5NNN1,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.011230217,0.97238585,1.163118919,1.0,1.231745679,1.27717006,1.549631007,['noise_3']
ZMO1_ZMO1056,ZMO1_ZMO1056,CP023715.1,1073331.0,1074551.0,-,polynucleotide adenylyltransferase,"Translation, ribosomal structure and biogenesis",,Q5NNN0,map03018,2.7.7.19,0.0,0.0,SignalP-TM,,,,,,,,,['RofA_Streptococcus_pyogenes'],1.0,0.762532631,0.654399467,0.603118556,1.0,0.6969395,0.592901966,0.602121306,
ZMO1_ZMO1057,ZMO1_ZMO1057,CP023715.1,1074556.0,1075089.0,-,GCN5-related N-acetyltransferase,Function unknown,"ZMO0373,ZMO0631,ZMO1356",Q5NNM9,,,-3.605357609,-2.882419716,SignalP-TM;SignalP-noTM,,,,,,,,,['RofA_Streptococcus_pyogenes'],1.0,0.724323274,0.538442465,0.411692464,1.0,0.643745006,0.523590513,0.453258576,
ZMO1_ZMO1059,ZMO1_ZMO1059,CP023715.1,1075486.0,1075908.0,+,dihydroneopterin aldolase,Coenzyme transport and metabolism,"ZMO1126,ZMO1787",Q5NNM7,map00790;map01100,"1.13.11.81,4.1.2.25,5.1.99.8",-2.472772468,-3.499441927,SignalP-TM;SignalP-noTM,,,,,2.33e-12,9.82e-13,9.09e-13,1.51e-12,['RofA_Streptococcus_pyogenes'],1.0,1.231790252,1.121430059,1.19355683,1.0,1.294295244,1.422207363,1.399237973,['noise_5']
ZMO1_ZMO1060,ZMO1_ZMO1060,CP023715.1,1075971.0,1076597.0,-,superoxide dismutase,Inorganic ion transport and metabolism,,Q5NNM6,map04013;map04068;map04146;map04211;map04212;map04213;map05016,1.15.1.1,-1.961608855,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.80434664,1.983780468,1.547857664,1.0,1.792841467,1.645174971,1.278410318,"['ethanol_fermentation', 'oxidation_response']"
ZMO1_ZMO1061,ZMO1_ZMO1061,CP023715.1,1076812.0,1077888.0,-,Fis family sigma54-specific transcriptional acivator,Transcription,,Q5NNM5,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CymR_Bacillus_subtilis', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.802726761,0.796128563,0.892445915,1.0,0.7441328,0.772847329,0.975596212,
ZMO1_ZMO1062,ZMO1_ZMO1062,CP023715.1,1078064.0,1078582.0,+,putative peripheral inner membrane phage shock protein pspD,No COG annotation,,,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CymR_Bacillus_subtilis', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.505570034,0.513345521,2.666857813,1.0,1.548925775,2.762282307,4.814964641,"['cell_cycle', 'phage_shock']"
ZMO1_ZMO1063,ZMO1_ZMO1063,CP023715.1,1078585.0,1079253.0,+,phage shock protein A PspA,Transcription,,Q5NNM3,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CymR_Bacillus_subtilis', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,1.495559634,1.696044208,2.1128012,1.0,1.47556005,1.848387975,2.067249022,['phage_shock']
ZMO1_ZMO1064,ZMO1_ZMO1064,CP023715.1,1079253.0,1079525.0,+,phage shock protein B PspB,Function unknown,,Q5NNM2,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.786577385,2.340997516,3.132034788,1.0,1.799924666,2.779119706,3.095088272,['phage_shock']
ZMO1_ZMO1065,ZMO1_ZMO1065,CP023715.1,1079543.0,1079926.0,+,phage shock protein C PspC,Transcription,,Q5NNM1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.054823177,1.398021188,2.07800177,1.0,0.999362898,1.433556169,1.555660454,['phage_shock']
ZMO1_ZMO1067,ZMO1_ZMO1067,CP023715.1,1080348.0,1080788.0,+,sulfur acceptor protein,Function unknown,,Q5NNL9,,,-2.175877035,0.0,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,[],1.0,0.815452359,0.723672584,0.678772884,1.0,0.848918991,0.760881526,0.707699524,['ETC_and_MEP']
ZMO1_ZMO1068,ZMO1_ZMO1068,CP023715.1,1080785.0,1081219.0,+,uncharacterized protein,"Intracellular trafficking, secretion, and vesicular transport","ZMO0023,ZMO1857",Q5NNL8,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.828197539,0.545150415,0.138220798,1.0,0.93234766,0.658622345,0.205502051,['ETC_and_MEP']
