From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Annotation
zmo:ZMO1036	Q5NNQ0	reviewed	ASSY_ZYMMO	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG ZMO1036	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	408	3.0
zmo:ZMO1039	Q5NNP7	unreviewed	Q5NNP7_ZYMMO	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	ZMO1039	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	613	2.0
zmo:ZMO1040	Q5NNP6	unreviewed	Q5NNP6_ZYMMO	TonB-dependent receptor	ZMO1040	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1070	1.0
zmo:ZMO1041	Q5NNP5	unreviewed	Q5NNP5_ZYMMO	NUDIX hydrolase	ZMO1041	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	184	1.0
zmo:ZMO1042	Q5NNP4	unreviewed	Q5NNP4_ZYMMO	TPM domain-containing protein	ZMO1042	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	350	1.0
zmo:ZMO1043	Q5NNP3	unreviewed	Q5NNP3_ZYMMO	LemA family protein	ZMO1043	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	208	1.0
zmo:ZMO1044	Q5NNP2	reviewed	MSCL_ZYMMO	Large-conductance mechanosensitive channel	mscL ZMO1044	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	154	2.0
zmo:ZMO1045	Q5NNP1	unreviewed	Q5NNP1_ZYMMO	Phosphate-selective porin O and P	ZMO1045	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	528	1.0
zmo:ZMO1047	Q5NNN9	unreviewed	Q5NNN9_ZYMMO	Phosphate-binding protein PstS	ZMO1047	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	346	2.0
zmo:ZMO1048	Q5NNN8	unreviewed	Q5NNN8_ZYMMO	Phosphate transport system permease protein	ZMO1048	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	319	2.0
zmo:ZMO1049	Q5NNN7	unreviewed	Q5NNN7_ZYMMO	Phosphate transport system permease protein PstA	ZMO1049	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	278	2.0
zmo:ZMO1050	Q5NNN6	reviewed	PSTB_ZYMMO	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB ZMO1050	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	290	3.0
zmo:ZMO1052	Q5NNN4	reviewed	PUR7_ZYMMO	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC ZMO1052	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	259	2.0
zmo:ZMO1054	Q5NNN2	unreviewed	Q5NNN2_ZYMMO	DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)	parC ZMO1054	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	748	3.0
zmo:ZMO1055	Q5NNN1	unreviewed	Q5NNN1_ZYMMO	Diguanylate cyclase/phosphodiesterase	ZMO1055	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	579	1.0
zmo:ZMO1056	Q5NNN0	unreviewed	Q5NNN0_ZYMMO	Polynucleotide adenylyltransferase region	ZMO1056	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	406	1.0
zmo:ZMO1057	Q5NNM9	unreviewed	Q5NNM9_ZYMMO	GCN5-related N-acetyltransferase	ZMO1057	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	177	1.0
zmo:ZMO1059	Q5NNM7	unreviewed	Q5NNM7_ZYMMO	dihydroneopterin aldolase (EC 4.1.2.25) (7,8-dihydroneopterin aldolase)	ZMO1059	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	140	2.0
zmo:ZMO1060	Q5NNM6	unreviewed	Q5NNM6_ZYMMO	Superoxide dismutase (EC 1.15.1.1)	ZMO1060	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	208	2.0
zmo:ZMO1061	Q5NNM5	unreviewed	Q5NNM5_ZYMMO	Sigma54 specific transcriptional acivator, PspF, Fis family	ZMO1061	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	358	1.0
zmo:ZMO1063	Q5NNM3	unreviewed	Q5NNM3_ZYMMO	Phage shock protein A, PspA	ZMO1063	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	222	1.0
zmo:ZMO1064	Q5NNM2	unreviewed	Q5NNM2_ZYMMO	Phage shock protein B	ZMO1064	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	90	1.0
zmo:ZMO1065	Q5NNM1	unreviewed	Q5NNM1_ZYMMO	Phage shock protein C, PspC	ZMO1065	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	127	1.0
zmo:ZMO1067	Q5NNL9	unreviewed	Q5NNL9_ZYMMO	Fe-S metabolism associated SufE	ZMO1067	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	146	1.0
zmo:ZMO1068	Q5NNL8	unreviewed	Q5NNL8_ZYMMO	Preprotein translocase subunit SecD	ZMO1068	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	144	1.0
zmo:ZMO1069	Q5NNL7	unreviewed	Q5NNL7_ZYMMO	Heat shock protein DnaJ domain protein	ZMO1069	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	174	1.0
zmo:ZMO1070	Q5NNL6	unreviewed	Q5NNL6_ZYMMO	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	ftsY ZMO1070	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	310	3.0
zmo:ZMO1071	Q5NNL5	unreviewed	Q5NNL5_ZYMMO	MiaB-like tRNA modifying enzyme (EC 1.3.1.74)	ZMO1071	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	419	1.0
zmo:ZMO1072	Q5NNL4	reviewed	DAPF_ZYMMO	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF ZMO1072	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	269	3.0
zmo:ZMO1075	Q5NNL1	unreviewed	Q5NNL1_ZYMMO	Signal recognition particle protein (EC 3.6.5.4) (Fifty-four homolog)	ffh ZMO1075	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	474	3.0
zmo:ZMO1076	Q5NNL0	reviewed	RS16_ZYMMO	Small ribosomal subunit protein bS16 (30S ribosomal protein S16)	rpsP ZMO1076	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	143	2.0
zmo:ZMO1077	Q5NNK9	reviewed	RIMM_ZYMMO	Ribosome maturation factor RimM	rimM ZMO1077	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	163	2.0
zmo:ZMO1078	Q5NNK8	reviewed	TRMD_ZYMMO	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD ZMO1078	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	249	2.0
zmo:ZMO1079	Q5NNK7	reviewed	RL19_ZYMMO	Large ribosomal subunit protein bL19 (50S ribosomal protein L19)	rplS ZMO1079	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	124	2.0
zmo:ZMO1081	Q5NNK5	unreviewed	Q5NNK5_ZYMMO	CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein	ZMO1081	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	206	1.0
zmo:ZMO1084	Q5NNK2	unreviewed	Q5NNK2_ZYMMO	Cyclic di-GMP-binding protein (Cellulose synthase regulatory subunit)	ZMO1084	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	771	2.0
zmo:ZMO1085	Q5NNK1	unreviewed	Q5NNK1_ZYMMO	Cellulose synthase operon C domain protein	ZMO1085	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1336	2.0
zmo:ZMO1086	Q5NNK0	unreviewed	Q5NNK0_ZYMMO	Glucanase (EC 3.2.1.-)	ZMO1086	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	339	2.0
zmo:ZMO1087	Q5NNJ9	unreviewed	Q5NNJ9_ZYMMO	Lytic murein transglycosylase	ZMO1087	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	361	1.0
zmo:ZMO1088	Q5NNJ8	unreviewed	Q5NNJ8_ZYMMO	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	rlpA ZMO1088	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	157	2.0
zmo:ZMO1089	Q5NNJ7	unreviewed	Q5NNJ7_ZYMMO	serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4)	ZMO1089	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	400	3.0
zmo:ZMO1090	Q5NNJ6	unreviewed	Q5NNJ6_ZYMMO	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk ZMO1090	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	216	2.0
zmo:ZMO1091	Q5NNJ5	unreviewed	Q5NNJ5_ZYMMO	DNA polymerase III, delta prime subunit	ZMO1091	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	330	1.0
zmo:ZMO1092	Q5NNJ4	unreviewed	Q5NNJ4_ZYMMO	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG ZMO1092	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	521	2.0
zmo:ZMO1093	Q5NNJ3	unreviewed	Q5NNJ3_ZYMMO	Hydrolase, TatD family	ZMO1093	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	258	1.0
zmo:ZMO1094	Q5NNJ2	unreviewed	Q5NNJ2_ZYMMO	Beta-lactamase domain protein	ZMO1094	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	254	1.0
zmo:ZMO1095	Q5NNJ1	unreviewed	Q5NNJ1_ZYMMO	MazG family protein	ZMO1095	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	273	1.0
zmo:ZMO1096	Q5NNJ0	unreviewed	Q5NNJ0_ZYMMO	Ribonuclease R (RNase R) (EC 3.1.13.1)	rnr ZMO1096	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	762	2.0
zmo:ZMO1097	Q5NNI9	unreviewed	Q5NNI9_ZYMMO	Thioredoxin	ZMO1097	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	106	2.0
zmo:ZMO1098	Q5NNI8	unreviewed	Q5NNI8_ZYMMO	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase II)	ZMO1098	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1162	3.0
zmo:ZMO1099	Q5NNI7	unreviewed	Q5NNI7_ZYMMO	Double-strand break repair protein AddB	ZMO1099	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	993	1.0
zmo:ZMO1100	Q5NNI6	unreviewed	Q5NNI6_ZYMMO	Nucleotidyl transferase	ZMO1100	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	253	1.0
zmo:ZMO1101	Q5NNI5	unreviewed	Q5NNI5_ZYMMO	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)	ZMO1101	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	174	2.0
zmo:ZMO1102	Q5NNI4	unreviewed	Q5NNI4_ZYMMO	histidine kinase (EC 2.7.13.3)	ZMO1102	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	795	1.0
zmo:ZMO1105	Q5NNI1	unreviewed	Q5NNI1_ZYMMO	histidine kinase (EC 2.7.13.3)	ZMO1105	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	754	1.0
zmo:ZMO1107	Q5NNH9	unreviewed	Q5NNH9_ZYMMO	Transcriptional regulator, AsnC family	ZMO1107	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	160	1.0
zmo:ZMO1109	Q5NNH7	unreviewed	Q5NNH7_ZYMMO	Tetratricopeptide repeat protein	ZMO1109	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	431	1.0
zmo:ZMO1111	H2VFM6	unreviewed	H2VFM6_ZYMMO	Major facilitator superfamily MFS_1	ZMO1111	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	415	1.0
zmo:ZMO1112	Q5NNH4	unreviewed	Q5NNH4_ZYMMO	Inner membrane-spanning protein YciB	yciB ZMO1112	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	200	2.0
zmo:ZMO1113	Q5NNH3	unreviewed	Q5NNH3_ZYMMO	FAD-dependent pyridine nucleotide-disulfide oxidoreductase	ZMO1113	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	441	1.0
zmo:ZMO1114	Q5NNH2	unreviewed	Q5NNH2_ZYMMO	Type-4 uracil-DNA glycosylase	ZMO1114	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	206	1.0
zmo:ZMO1115	Q9RNL1	reviewed	UPPP_ZYMMO	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk ZMO1115	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	267	3.0
zmo:ZMO1116	Q5NNH0	unreviewed	Q5NNH0_ZYMMO	Glutamate synthase, small subunit	ZMO1116	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	490	1.0
zmo:ZMO1117	Q5NNG9	unreviewed	Q5NNG9_ZYMMO	Glutamate synthase (Ferredoxin) (EC 1.4.7.1)	ZMO1117	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1531	2.0
zmo:ZMO1118	H2VFR8	unreviewed	H2VFR8_ZYMMO	Glutathione S-transferase domain protein	ZMO1118	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	223	1.0
zmo:ZMO1121	Q5NNG5	unreviewed	Q5NNG5_ZYMMO	Transcriptional regulator, MerR family	ZMO1121	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	158	1.0
zmo:ZMO1122	Q9RNZ5	reviewed	IHFA_ZYMMO	Integration host factor subunit alpha (IHF-alpha)	ihfA himA ZMO1122	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	100	2.0
zmo:ZMO1124	Q5NNG2	unreviewed	Q5NNG2_ZYMMO	Two component, sigma54 specific, transcriptional regulator, Fis family	ZMO1124	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	475	1.0
zmo:ZMO1125	Q5NNG1	unreviewed	Q5NNG1_ZYMMO	histidine kinase (EC 2.7.13.3)	ZMO1125	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	768	2.0
zmo:ZMO1126	Q5NNG0	unreviewed	Q5NNG0_ZYMMO	Transcriptional regulator, Fis family	ZMO1126	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	104	1.0
zmo:ZMO1127	Q5NNF9	unreviewed	Q5NNF9_ZYMMO	tRNA-dihydrouridine synthase (EC 1.3.1.-)	ZMO1127	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	341	2.0
zmo:ZMO1128	Q9RNZ1	reviewed	ISPDF_ZYMMO	Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT); 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)]	ispDF ZMO1128	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	385	3.0
zmo:ZMO1129	D2YW30	unreviewed	D2YW30_ZYMMO	Uncharacterized protein	ZMO1129	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	185	1.0
zmo:ZMO1130	Q5NNF6	unreviewed	Q5NNF6_ZYMMO	CinA domain protein	ZMO1130	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	228	1.0
zmo:ZMO1131	H2VFQ5	unreviewed	H2VFQ5_ZYMMO	Cyclase/dehydrase	ZMO1131	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	147	1.0
zmo:ZMO1132	Q9RNY7	reviewed	LIPA_ZYMMO	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA ZMO1132	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	323	3.0
zmo:ZMO1133	Q5NNF3	unreviewed	Q5NNF3_ZYMMO	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	ZMO1133	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	209	2.0
zmo:ZMO1135	Q5NNF1	unreviewed	Q5NNF1_ZYMMO	Peptidase U62 modulator of DNA gyrase	ZMO1135	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	448	1.0
zmo:ZMO1136	Q5NNF0	unreviewed	Q5NNF0_ZYMMO	Cytochrome-c peroxidase (EC 1.11.1.5)	ZMO1136	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	481	1.0
zmo:ZMO1137	Q5NNE9	unreviewed	Q5NNE9_ZYMMO	Phosphoserine phosphatase (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	ZMO1137	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	293	2.0
zmo:ZMO1139	Q5NNE7	unreviewed	Q5NNE7_ZYMMO	Acetolactate synthase (EC 2.2.1.6)	ZMO1139	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	595	3.0
zmo:ZMO1140	Q5NNE6	unreviewed	Q5NNE6_ZYMMO	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	ZMO1140	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	170	2.0
zmo:ZMO1141	Q9X5F8	reviewed	ILVC_ZYMMO	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	ilvC ZMO1141	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	339	4.0
zmo:ZMO1142	H2VFN3	unreviewed	H2VFN3_ZYMMO	Thioredoxin reductase (EC 1.8.1.9)	ZMO1142	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	318	2.0
zmo:ZMO1143	H2VFP0	unreviewed	H2VFP0_ZYMMO	Chloramphenicol acetyltransferase	ZMO1143	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	217	1.0
zmo:ZMO1144	Q5NNE2	unreviewed	Q5NNE2_ZYMMO	VanZ family protein	ZMO1144	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	117	1.0
zmo:ZMO1145	Q5NNE1	reviewed	RL31_ZYMMO	Large ribosomal subunit protein bL31 (50S ribosomal protein L31)	rpmE ZMO1145	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	75	2.0
zmo:ZMO1146	Q9X5F5	reviewed	FABZ_ZYMMO	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	fabZ mad ZMO1146	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	158	3.0
zmo:ZMO1147	Q5NND9	unreviewed	Q5NND9_ZYMMO	Outer membrane chaperone Skp (OmpH)	ZMO1147	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	223	2.0
zmo:ZMO1148	Q5NND8	unreviewed	Q5NND8_ZYMMO	Outer membrane protein assembly factor BamA	bamA ZMO1148	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1075	2.0
zmo:ZMO1149	Q5NND7	unreviewed	Q5NND7_ZYMMO	Zinc metalloprotease (EC 3.4.24.-)	ZMO1149	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	376	2.0
zmo:ZMO1150	Q9X5F2	reviewed	DXR_ZYMMO	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr ZMO1150	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	388	5.0
zmo:ZMO1151	Q5NND5	unreviewed	Q5NND5_ZYMMO	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	ZMO1151	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	209	2.0
zmo:ZMO1152	Q9X5F1	reviewed	ISPT_ZYMMO	Isoprenyl transferase (EC 2.5.1.-)	uppS ZMO1152	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	248	2.0
zmo:ZMO1153	Q9X5F0	reviewed	RRF_ZYMMO	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr rrf ZMO1153	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	185	2.0
zmo:ZMO1154	Q9X5E9	reviewed	PYRH_ZYMMO	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH ZMO1154	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	242	3.0
zmo:ZMO1155	Q9X5E8	reviewed	EFTS_ZYMMO	Elongation factor Ts (EF-Ts)	tsf ZMO1155	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	307	2.0
zmo:ZMO1156	Q9X5E7	reviewed	RS2_ZYMMO	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)	rpsB ZMO1156	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	250	2.0
zmo:ZMO1158	Q5NNC8	unreviewed	Q5NNC8_ZYMMO	Aspartate racemase	ZMO1158	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	232	1.0
zmo:ZMO1159	Q5NNC7	unreviewed	Q5NNC7_ZYMMO	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (EC 2.7.8.8) (CDP-diacylglycerol--serine O-phosphatidyltransferase) (Phosphatidylserine synthase)	ZMO1159	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	266	3.0
zmo:ZMO1160	Q9X5E3	reviewed	PSD_ZYMMO	Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain]	psd ZMO1160	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	246	3.0
zmo:ZMO1162	Q5NNC4	unreviewed	Q5NNC4_ZYMMO	histidine kinase (EC 2.7.13.3)	ZMO1162	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	421	2.0
zmo:ZMO1163	Q9X5E1	reviewed	PHOU_ZYMMO	Phosphate-specific transport system accessory protein PhoU homolog (Pst system accessory protein PhoU homolog)	phoU ZMO1163	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	237	2.0
zmo:ZMO1164	H2VFP2	unreviewed	H2VFP2_ZYMMO	Phosphate regulon transcriptional regulatory protein PhoB	ZMO1164	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	231	2.0
zmo:ZMO1165	Q5NNC1	unreviewed	Q5NNC1_ZYMMO	Amidophosphoribosyltransferase	ZMO1165	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	281	1.0
zmo:ZMO1166	Q9X5D8	reviewed	RECA_ZYMMO	Protein RecA (Recombinase A)	recA ZMO1166	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	354	3.0
zmo:ZMO1167	Q5NNB9	unreviewed	Q5NNB9_ZYMMO	Peptidase S15	ZMO1167	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	651	1.0
zmo:ZMO1169	Q5NNB7	unreviewed	Q5NNB7_ZYMMO	ATPase BadF/BadG/BcrA/BcrD type	ZMO1169	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	286	1.0
zmo:ZMO1170	Q5NNB6	unreviewed	Q5NNB6_ZYMMO	Antibiotic biosynthesis monooxygenase	ZMO1170	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	100	1.0
zmo:ZMO1171	H2VFN5	unreviewed	H2VFN5_ZYMMO	beta-N-acetylhexosaminidase (EC 3.2.1.52)	ZMO1171	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	344	2.0
zmo:ZMO1172	Q5NNB4	reviewed	ASTB_ZYMMO	N-succinylarginine dihydrolase (EC 3.5.3.23)	astB ZMO1172	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	424	2.0
zmo:ZMO1173	Q5NNB3	unreviewed	Q5NNB3_ZYMMO	Autotransporter secretion inner membrane protein TamB	ZMO1173	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1389	2.0
